City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,barcelos,41.5388,-8.6151,14.08,78,47,8.31,PT,1673930364
364,nyuksenitsa,60.4128,44.2397,-7.27,92,100,4.49,RU,1673930118
365,waingapu,-9.6567,120.2641,29.86,70,60,4.14,ID,1673930368
366,yingkou,40.6648,122.2283,-2.46,32,6,4.39,CN,1673930369
367,acapulco,16.8634,-99.8901,23.9,83,0,2.06,MX,1673930369
368,belomorsk,64.5232,34.7668,0.46,79,98,6.31,RU,1673930370
369,iberia,29.9502,-91.7507,19.98,88,100,8.75,US,1673930371
370,alexandria,31.2156,29.9553,9.3,80,13,2.11,EG,1673930284
371,umm bab,25.2142,50.8072,19.22,77,54,5.8,QA,1673930373
372,neuquen,-38.9516,-68.0591,23.94,50,0,5.14,AR,1673930374
373,pouembout,-21.1333,164.9,26.7,69,100,3.86,NC,1673930374
374,luderitz,-26.6481,15.1594,18.17,89,100,2.19,NA,1673930375
375,palmer,42.1584,-72.3287,0.79,74,0,2.57,US,1673930376
376,klaksvik,62.2266,-6.589,-1.49,68,100,11.06,FO,1673930377
377,touros,-5.1989,-35.4608,25.16,82,65,3.63,BR,1673930250
378,nha trang,12.25,109.1833,26.0,71,97,6.03,VN,1673930378
379,bonthe,7.5264,-12.505,23.1,92,11,1.5,SL,1673930379
380,konin,52.2234,18.2512,3.83,78,100,6.04,PL,1673930380
381,tuatapere,-46.1333,167.6833,16.55,71,57,2.94,NZ,1673930381
382,farmington,36.7281,-108.2187,1.78,93,20,1.54,US,1673930382
383,chute-aux-outardes,49.1168,-68.399,-4.01,93,100,3.6,CA,1673930383
384,labuan,5.2767,115.2417,30.2,70,20,1.54,MY,1673930383
385,pangody,65.85,74.4859,-20.37,98,100,6.88,RU,1673930384
386,hambantota,6.1241,81.1185,27.19,94,40,2.57,LK,1673930385
387,geraldton,-28.7667,114.6,28.23,39,0,9.77,AU,1673930386
388,scarborough,54.2797,-0.4044,-1.86,85,4,1.79,GB,1673930387
389,buala,-8.145,159.5921,28.84,73,99,2.4,SB,1673930388
390,montana,43.4125,23.225,4.04,91,100,0.62,BG,1673930389
391,bogatoye,53.0601,51.3325,-16.05,86,30,3.33,RU,1673930389
392,otane,-39.8833,176.6333,21.12,63,34,4.14,NZ,1673930390
393,svetlyy,54.675,20.1347,2.03,97,100,5.93,RU,1673930391
394,summerville,33.0185,-80.1757,11.0,66,75,2.57,US,1673930214
395,terney,45.0503,136.6092,-9.88,48,10,2.93,RU,1673930393
396,kahului,20.8947,-156.47,25.47,79,40,3.09,US,1673930166
397,sambava,-14.2667,50.1667,25.01,80,96,3.23,MG,1673930394
398,talnakh,69.4865,88.3972,-36.68,83,3,1.46,RU,1673930395
399,guadalupe y calvo,26.1,-106.9667,0.56,73,14,2.11,MX,1673930396
400,jijiga,9.35,42.8,16.06,21,22,2.33,ET,1673930397
401,sungurlu,40.1675,34.3739,2.76,81,43,1.89,TR,1673930397
402,ponta do sol,32.6667,-17.1,15.95,70,34,2.08,PT,1673930398
403,saumur,47.3333,-0.25,4.06,97,100,1.44,FR,1673930399
404,taft,31.7471,54.2088,-0.03,60,100,1.03,IR,1673930400
405,valparaiso,-33.0393,-71.6273,16.38,100,0,1.03,CL,1673929928
406,jalu,29.0331,21.5482,11.31,66,0,3.79,LY,1673930401
407,half moon bay,37.4636,-122.4286,11.45,82,100,9.77,US,1673930346
408,moranbah,-22.0016,148.0466,20.31,95,100,11.09,AU,1673930403
409,maubin,16.7333,95.65,28.06,36,14,2.55,MM,1673930404
410,samarai,-10.6167,150.6667,28.61,72,100,3.05,PG,1673930405
411,nuuk,64.1835,-51.7216,-10.15,75,100,4.73,GL,1673930406
412,tarakan,3.3,117.6333,29.72,79,40,2.06,ID,1673930407
413,sisak,45.4661,16.3783,0.99,80,59,3.74,HR,1673930408
414,ardmore,34.1743,-97.1436,15.01,59,0,0.0,US,1673930380
415,maldonado,-34.6667,-54.9167,20.66,89,0,3.23,UY,1673930410
416,provideniya,64.3833,-173.3,-15.94,51,75,14.0,RU,1673930411
417,whitehorse,60.7161,-135.0538,-6.22,92,100,5.66,CA,1673930342
418,vila franca do campo,37.7167,-25.4333,14.23,81,99,2.96,PT,1673930413
419,aksu,41.1231,80.2644,-13.09,79,6,1.18,CN,1673930414
420,kavaratti,10.5669,72.642,26.4,74,26,5.13,IN,1673930414
421,ust-nera,64.5667,143.2,-30.1,98,100,2.72,RU,1673930415
422,erzincan,39.75,39.5,-2.39,93,75,1.03,TR,1673930416
423,port lincoln,-34.7333,135.8667,23.2,77,100,8.26,AU,1673930417
424,acarau,-2.8856,-40.12,23.17,90,100,2.13,BR,1673930418
425,neiafu,-18.65,-173.9833,30.38,84,20,3.6,TO,1673930419
426,ahipara,-35.1667,173.1667,20.04,70,39,3.07,NZ,1673930420
427,agadez,19.75,10.25,11.36,31,0,4.14,NE,1673930420
428,zadar,44.1197,15.2422,10.34,71,40,2.57,HR,1673930421
429,toora-khem,52.4675,96.11,-13.05,88,100,1.64,RU,1673930423
430,yanacancha,-10.2411,-76.6456,3.97,96,96,0.54,PE,1673930423
431,torrevieja,37.9787,-0.6822,16.91,51,86,1.34,ES,1673930164
432,pervomayskiy,53.2485,40.2871,-6.56,96,100,4.56,RU,1673930426
433,batsfjord,70.6345,29.7185,0.96,93,100,8.75,NO,1673930426
434,antalaha,-14.9003,50.2788,26.61,72,74,2.41,MG,1673930427
435,little current,45.9793,-81.9248,2.45,88,100,0.89,CA,1673930428
436,tarabuco,-19.1667,-64.9167,8.74,77,89,1.37,BO,1673930429
437,booue,-0.0921,11.9385,22.67,94,96,0.55,GA,1673930430
438,aykhal,66.0,111.5,-41.21,99,100,2.7,RU,1673930431
439,grasten,54.9192,9.5952,3.02,97,100,3.09,DK,1673930432
440,kortkeros,61.8106,51.5806,-6.0,91,100,5.11,RU,1673930433
441,sola,-13.8833,167.55,27.88,73,64,6.69,VU,1673930434
442,konolfingen,46.8791,7.6201,-0.17,88,75,2.06,CH,1673930435
443,iquique,-20.2208,-70.1431,21.02,78,48,0.73,CL,1673930437
444,coihaique,-45.5752,-72.0662,11.34,76,0,2.57,CL,1673929949
445,paamiut,61.994,-49.6678,-14.03,69,100,6.31,GL,1673930439
446,nuristan,35.3,70.8333,-11.38,51,0,3.46,AF,1673930440
447,pangkalanbuun,-2.6833,111.6167,34.22,47,97,0.5,ID,1673930441
448,chaozhou,23.6651,116.6379,14.92,51,10,1.71,CN,1673930442
449,maltahohe,-24.8333,16.9833,23.54,45,92,0.52,NA,1673930444
450,mamlyutka,54.9375,68.5394,-15.99,85,73,3.75,KZ,1673930446
451,kaeo,-35.1,173.7833,23.51,62,13,5.77,NZ,1673930447
452,port macquarie,-31.4333,152.9167,24.94,64,40,4.84,AU,1673930194
453,soe,-9.8607,124.284,25.31,74,73,1.53,ID,1673930449
454,kyra,49.5776,111.9753,-16.46,75,42,2.02,RU,1673930450
455,gravdal,68.1214,13.5031,-2.06,100,20,1.03,NO,1673930452
456,bulgan,48.8125,103.5347,-13.97,68,97,2.17,MN,1673930453
457,kota kinabalu,5.9749,116.0724,29.99,70,20,1.54,MY,1673930454
458,inongo,-1.95,18.2667,21.99,90,100,3.47,CD,1673930455
459,kihei,20.785,-156.4656,25.47,84,40,3.09,US,1673930171
460,hostotipaquillo,21.0667,-104.0667,11.84,43,98,0.82,MX,1673930458
461,quang ngai,15.1167,108.8,20.44,91,100,3.52,VN,1673930459
462,viedma,-40.8135,-62.9967,19.76,43,99,0.65,AR,1673930460
463,bonavista,48.6499,-53.1147,3.28,99,100,8.64,CA,1673930461
464,bandar-e lengeh,26.5579,54.8807,18.06,82,34,2.06,IR,1673930463
465,vilyuysk,63.7553,121.6247,-44.15,98,82,1.2,RU,1673930464
466,luangwa,-15.6167,30.4167,22.12,98,100,1.39,ZM,1673930466
467,corn island,12.1694,-83.0418,25.46,74,26,6.18,NI,1673930467
468,along,28.1667,94.7667,18.29,58,78,0.31,IN,1673930467
469,kampong thum,12.7111,104.8887,29.63,50,12,3.43,KH,1673930469
470,bowen,-20.0167,148.2333,26.55,87,100,3.57,AU,1673930470
471,tadine,-21.55,167.8833,25.78,66,96,6.47,NC,1673930471
472,aberystwyth,52.4155,-4.0829,1.14,72,100,1.73,GB,1673930472
473,port keats,-14.25,129.55,30.27,68,48,4.55,AU,1673930473
474,fare,-16.7,-151.0167,27.13,63,76,3.49,PF,1673930474
475,edd,13.9297,41.6925,26.8,42,13,5.99,ER,1673930475
476,waldoboro,44.0954,-69.3756,-0.25,93,100,1.34,US,1673930417
477,puerto baquerizo moreno,-0.9,-89.6,23.33,88,10,3.07,EC,1673930477
478,cap malheureux,-19.9842,57.6142,28.04,64,26,5.81,MU,1673930478
479,clinton,42.587,-82.9199,2.75,91,100,5.14,US,1673930479
480,muli,2.9167,73.5667,26.82,73,13,2.21,MV,1673930480
481,nemuro,43.3236,145.575,-5.3,53,28,2.84,JP,1673930481
482,hovd,48.0056,91.6419,-13.4,49,100,0.44,MN,1673930481
483,magadan,59.5667,150.8,-19.8,88,100,5.98,RU,1673930484
484,choix,26.7092,-108.3219,14.31,60,77,1.62,MX,1673930485
485,deputatskiy,69.3,139.9,-36.43,100,100,0.09,RU,1673930486
486,porto santo,33.072,-16.3415,16.21,67,75,5.66,PT,1673930486
487,yueyang,29.3333,113.0919,6.35,34,52,3.03,CN,1673930488
488,tchibanga,-2.85,11.0333,21.88,96,97,0.37,GA,1673930489
489,obo,5.3998,26.4869,19.97,36,52,1.99,CF,1673930490
490,yerbogachen,61.2767,108.0108,-40.55,96,67,1.78,RU,1673930490
491,tiznit,29.5833,-9.5,10.08,67,0,0.58,MA,1673930492
492,kabalo,-6.05,26.9167,20.18,98,100,2.11,CD,1673930492
493,amroha,28.9167,78.4667,12.97,43,0,2.02,IN,1673930493
494,hammerfest,70.6634,23.6821,0.25,100,100,6.69,NO,1673930494
495,boa vista,2.8197,-60.6733,24.99,78,40,4.63,BR,1673930495
496,baykit,61.67,96.37,-31.07,92,100,2.84,RU,1673930496
497,yumen,40.2833,97.2,-9.73,62,1,11.04,CN,1673930497
498,rosetta,31.4044,30.4164,13.07,81,24,1.55,EG,1673930498
499,cockburn town,21.4612,-71.1419,23.22,56,4,4.77,TC,1673930499
500,usinsk,65.9939,57.5281,-8.96,92,100,10.81,RU,1673930500
501,kathu,7.9178,98.3332,30.9,59,62,2.33,TH,1673930501
502,san joaquin,37.9333,-121.3011,10.2,80,40,2.57,US,1673930502
503,pudozh,61.8099,36.5345,-1.39,92,98,5.04,RU,1673930503
504,kununurra,-15.7667,128.7333,31.99,62,75,3.6,AU,1673930504
505,lososina,48.9975,140.3106,-15.47,56,22,2.07,RU,1673930505
506,mwinilunga,-11.7358,24.4293,16.77,99,100,1.57,ZM,1673930506
507,mayumba,-3.432,10.6554,25.3,85,99,1.61,GA,1673930506
508,atar,20.5169,-13.0499,19.13,18,100,3.07,MR,1673930508
509,plettenberg bay,-34.0527,23.3716,21.52,91,80,2.7,ZA,1673930509
510,blagoyevo,63.3667,47.9167,-6.62,91,100,5.38,RU,1673930510
511,kargasok,59.0556,80.8572,-11.26,94,100,3.64,RU,1673930510
512,esperance,-33.8667,121.9,17.27,56,93,7.15,AU,1673930511
513,springbok,-29.6643,17.8865,23.32,53,20,3.09,ZA,1673930512
514,sisimiut,66.9395,-53.6735,-19.26,95,100,5.51,GL,1673930513
515,laguna,38.421,-121.4238,9.43,87,0,4.12,US,1673930514
516,garissa,-0.4536,39.6401,24.57,71,49,3.33,KE,1673930515
517,yidu,24.1614,115.1328,10.36,59,88,2.51,CN,1673930516
518,tsabong,-26.0217,22.401,24.8,41,2,4.11,BW,1673930516
519,oksfjord,70.2396,22.3479,1.1,93,96,3.28,NO,1673930517
520,zeya,53.75,127.2667,-27.57,83,58,1.07,RU,1673930518
521,vasterhaninge,59.1167,18.1,3.24,89,100,7.71,SE,1673930519
522,ambon,-3.6954,128.1814,32.08,70,40,3.09,ID,1673930520
523,eislingen,48.6951,9.7068,2.69,89,71,1.82,DE,1673930521
524,itororo,-15.1169,-40.0703,18.76,96,39,0.68,BR,1673930522
525,shelburne,44.0787,-80.2041,0.44,75,98,4.28,CA,1673930523
526,tarko-sale,64.9225,77.785,-24.63,91,100,5.1,RU,1673930524
527,taiping,4.85,100.7333,30.12,40,85,0.56,MY,1673930524
528,ballina,-28.8667,153.5667,27.79,68,1,4.47,AU,1673930508
529,kralendijk,12.15,-68.2667,25.99,78,7,5.14,BQ,1673930526
530,raymondville,26.4815,-97.7831,21.16,89,0,3.41,US,1673930527
531,kasongo-lunda,-6.4667,16.8167,19.63,97,100,0.69,CD,1673930528
532,shahreza,32.0339,51.8794,2.03,80,97,1.1,IR,1673930529
533,balkanabat,39.5108,54.3671,2.02,37,98,2.56,TM,1673930402
534,byron bay,-28.65,153.6167,27.75,60,4,4.52,AU,1673930322
535,lianran,24.9227,102.485,11.3,35,7,5.46,CN,1673930531
536,kalmunai,7.4167,81.8167,26.76,72,78,5.2,LK,1673930532
537,charlestown,-32.95,151.6667,27.28,67,52,0.45,AU,1673930533
538,killybegs,54.6333,-8.45,2.44,63,96,2.46,IE,1673930534
539,boyuibe,-20.4167,-63.2833,19.94,56,71,1.37,BO,1673930535
540,imeni poliny osipenko,52.4201,136.4853,-28.45,88,100,0.4,RU,1673930536
541,high level,58.5169,-117.136,-8.94,100,100,3.6,CA,1673930412
542,lethem,3.3803,-59.7968,24.08,80,92,5.31,GY,1673930537
543,kingisepp,59.3733,28.6134,0.71,88,100,3.71,RU,1673930538
544,mufumbwe,-13.6833,24.8,17.76,99,100,0.67,ZM,1673930539
545,marawi,7.9986,124.2928,25.11,84,100,0.8,PH,1673930540
546,eureka,40.8021,-124.1637,7.66,93,31,0.45,US,1673930541
547,bulaevo,54.9056,70.4439,-13.67,89,91,3.7,KZ,1673930542
548,sandwick,60.0,-1.25,2.9,81,75,11.32,GB,1673930543
549,wattegama,6.7989,81.4808,26.66,71,99,3.66,LK,1673930544
550,ordzhonikidze,52.4411,61.7408,-19.23,73,9,2.66,KZ,1673930477
551,hokitika,-42.7167,170.9667,20.46,72,16,4.41,NZ,1673930546
552,cururupu,-1.8283,-44.8683,22.34,96,98,0.92,BR,1673930518
553,tukrah,32.5341,20.5791,13.08,78,2,7.24,LY,1673930549
554,paris,48.8534,2.3488,1.43,95,100,2.06,FR,1673929980
555,the valley,18.217,-63.0578,25.05,78,10,8.92,AI,1673930551
556,kungurtug,50.5994,97.5228,-15.79,93,100,0.33,RU,1673930552
557,kieta,-6.2167,155.6333,28.37,77,75,2.34,PG,1673930553
558,saquena,-4.6667,-73.5167,22.04,98,100,0.67,PE,1673930554
559,grand-lahou,5.1367,-5.0242,24.81,86,4,0.5,CI,1673930554
560,alyangula,-13.8483,136.4192,28.61,73,100,3.43,AU,1673930555
